,id_municipio,sigla_uf,ano,rbc_corrente,rbc_transf,d_educacao,d_educacao_fund,d_educacao_inf,taxa_aprovacao_inicial,indicador_rendimento_inicial,nota_saeb_matematica_inicial,nota_saeb_lingua_portuguesa_inicial,ideb_inicial,taxa_aprovacao_final,indicador_rendimento_final,nota_saeb_matematica_final,nota_saeb_lingua_portuguesa_final,ideb_final,inse_2019,populacao_estimada,populacao_0_15_anos,pib,name_region
5746,4317103,RS,2017,202611676.32,151189955.1,44359276.69,32956917.01,2605556.37,91.6,0.91610801,198.75,191.03,4.8,83.0,0.83655399,242.8,250.02,4.1,4.8873,78525,15596,2586304427,Sul
5747,4317103,RS,2019,258276378.05,175375433.15,58741468.23,19059751.26,8482620.1,89.0,0.88783902,201.63,195.83,4.8,81.4,0.82036299,243.91,250.41,4.0,4.8873,77027,14943,2617268104,Sul
5752,4314027,RS,2013,16988236.84,13800301.11,4063609.63,1660262.68,3610.0,,,,,,,,,,,5.2399,7528,1347,120385519,Sul
5753,4314027,RS,2015,19061549.82,15010875.86,3683934.16,2771995.04,723504.0,,,,,,,,,,,5.2399,7558,1307,142330123,Sul
5754,4314027,RS,2017,22644501.07,17394251.99,4710064.3,3436615.33,1023384.99,88.9,0.89078599,211.19,199.41,5.0,70.5,0.73000902,,,,5.2399,7585,1275,161483554,Sul
5755,4314027,RS,2019,27080941.39,20633464.05,5108100.65,3564008.46,1393025.07,89.2,0.89431101,,,,80.0,0.78225398,281.67,297.57,4.9,5.2399,7611,1253,169460771,Sul
5768,4307450,RS,2013,12121392.27,11094611.76,3516003.04,2540595.0,608507.63,95.7,0.954768,213.63,184.41,5.2,92.4,0.91706997,,,,4.8115,3204,535,57533070,Sul
5769,4307450,RS,2015,14096469.32,12661369.79,3079837.38,1643836.52,689718.34,,,,,,,,,,,4.8115,3106,482,60311017,Sul
5770,4307450,RS,2017,18903366.43,16939779.91,3861177.16,2054351.58,815637.18,97.9,0.97848898,214.33,211.33,5.8,92.4,0.921471,265.41,225.99,4.5,4.8115,3013,455,67536080,Sul
5771,4307450,RS,2019,19676614.84,17856141.53,4504414.15,2751824.43,1174014.06,99.4,0.992374,246.52,216.55,6.6,94.1,0.943582,259.75,246.47,4.8,4.8115,2926,430,82389521,Sul
5780,4210407,SC,2013,16256897.28,14407588.74,4538429.43,3301217.3,964559.5,98.2,0.98176003,234.72,214.21,6.2,95.6,0.95547098,251.5,250.22,4.8,5.3899,6768,1494,158260489,Sul
5781,4210407,SC,2015,19082966.11,15830117.99,9053340.68,7258229.76,1358947.65,97.1,0.96885198,,,5.4,90.6,0.90588999,,,,5.3899,6944,1491,168241311,Sul
5782,4210407,SC,2017,24316059.97,19347694.52,5448458.9,3421030.69,1573556.65,93.2,0.93309802,221.69,213.58,5.7,92.1,0.91997403,264.82,273.69,5.2,5.3899,7120,1522,181050661,Sul
5783,4210407,SC,2019,29848241.94,23324569.05,7691274.09,5058644.41,1992486.34,97.0,0.971349,222.36,201.58,5.7,87.2,0.86174899,265.92,271.33,4.8,5.3899,7293,1563,199860183,Sul
5784,4220000,SC,2013,17702059.71,12394640.9,4561568.22,3982482.55,555191.87,,,,,,,,,,,5.3098,11601,2467,129061267,Sul
5785,4220000,SC,2015,35375615.92,18298429.57,7620678.96,6434448.09,848238.19,98.3,0.98056799,,,5.6,,,,,,5.3098,11988,2445,164469015,Sul
5786,4220000,SC,2017,41153278.71,21606716.3,9418177.36,6530537.87,2362791.15,87.9,0.87767297,216.33,204.21,5.1,18.2,0.182,,,,5.3098,12376,2482,212953182,Sul
5787,4220000,SC,2019,49668021.91,26343169.5,10498518.26,7016353.6,3290183.6,96.7,0.96528399,222.69,210.92,5.8,,,,,,5.3098,12760,2537,242539222,Sul
5876,4320701,RS,2013,31964757.93,24846554.24,7093060.2,4689569.91,1884882.48,88.2,0.88094801,201.22,181.33,4.5,79.4,0.806283,,,,5.181,14708,2864,304207328,Sul
5877,4320701,RS,2015,35982543.22,28198116.68,9614160.7,7072373.86,1909772.75,90.8,0.908499,,,6.1,86.5,0.87003398,,,,5.181,14799,2727,323079256,Sul
5878,4320701,RS,2017,42619598.78,31509860.77,10323027.28,7209720.51,2316171.33,92.1,0.925201,228.07,218.33,5.8,86.1,0.862535,251.22,260.22,4.5,5.181,14886,2643,374503604,Sul
5879,4320701,RS,2019,49933130.44,36583239.38,11896461.33,7684102.3,3438772.19,95.9,0.95832402,242.19,228.72,6.5,91.0,0.91336697,264.73,258.32,4.9,5.181,14967,2585,383785284,Sul
5923,4300570,RS,2013,12283581.44,10690474.88,2239140.1,1508295.46,414911.26,,,,,,,,,,,5.8722,3003,447,58403867,Sul
5924,4300570,RS,2015,14276613.17,11863269.56,2417136.34,1404383.72,701005.63,94.7,0.94024903,,,5.5,,,,,,5.8722,2994,429,76817983,Sul
5925,4300570,RS,2017,18339063.34,14465169.68,3962995.47,2672893.76,892479.06,96.2,0.95915699,234.22,219.86,6.2,81.7,0.80521798,271.26,265.89,4.5,5.8722,3012,414,86839436,Sul
5926,4300570,RS,2019,22318817.74,17569822.5,3704243.71,2300316.71,1100068.94,97.8,0.98103303,244.64,236.42,6.8,85.4,0.855133,293.92,275.58,5.3,5.8722,3028,404,119778973,Sul
5943,4211108,SC,2013,16926950.64,14822698.29,3662191.94,3529960.55,128833.13,98.2,0.979882,172.97,165.22,4.2,87.2,0.87049699,236.94,223.92,3.8,4.9498,8467,2068,152818545,Sul
5944,4211108,SC,2015,19573077.86,16404236.59,4895551.0,4376718.61,508879.99,97.5,0.97808897,,,5.5,90.1,0.89088899,,,,4.9498,8454,1936,174366316,Sul
5945,4211108,SC,2017,27385555.55,20629404.57,7177763.39,6335429.65,573586.43,95.5,0.950831,209.42,205.91,5.4,94.5,0.94829398,,,,4.9498,8441,1869,158881520,Sul
5946,4211108,SC,2019,27908403.79,23900142.34,6498177.05,5042665.26,1419923.2,95.9,0.954907,223.49,213.55,5.8,84.9,0.84579903,,,,4.9498,8275,1772,174402110,Sul
6043,4211504,SC,2013,29732062.68,22464375.9,7693694.69,5876833.58,1736818.27,98.1,0.98195398,212.47,193.72,5.4,90.0,0.89757103,243.83,239.08,4.2,5.6308,13103,2362,388389923,Sul
6044,4211504,SC,2015,38079871.1,27920956.87,8761080.47,5301840.36,3018159.44,99.2,0.99166,,,6.1,97.9,0.97858697,,,4.6,5.6308,13587,2355,479663558,Sul
6045,4211504,SC,2017,47150136.33,34836727.8,10134678.29,5870485.38,3700285.89,97.6,0.97683603,238.3,219.07,6.3,96.8,0.966869,247.02,245.96,4.7,5.6308,14071,2388,523649136,Sul
6046,4211504,SC,2019,57354823.67,42453432.94,13274549.99,7495567.21,5093013.36,98.8,0.988271,232.67,220.61,6.3,93.3,0.93162203,267.64,268.76,5.2,5.6308,14549,2442,630773894,Sul
6047,4216305,SC,2013,58992077.91,43727239.05,17621050.64,9770277.48,6914859.31,95.2,0.94716197,241.02,223.52,6.3,86.7,0.85870898,239.3,230.16,3.9,5.4313,30229,6824,550950385,Sul
6048,4216305,SC,2015,68629854.05,49215215.64,20731901.22,10687268.12,8903388.44,94.4,0.94552499,,,6.2,81.5,0.82382798,,,4.7,5.4313,32635,7333,688817050,Sul
6049,4216305,SC,2017,82708357.12,59085954.57,24421620.45,12947827.46,10080969.78,95.9,0.957807,240.75,226.25,6.4,89.0,0.895033,272.82,271.1,5.1,5.4313,35046,7840,860361155,Sul
6050,4216305,SC,2019,107748231.89,74307682.68,29839300.23,16672751.71,11985427.44,97.0,0.97105497,249.22,231.49,6.7,91.4,0.91674501,259.82,259.89,4.9,5.4313,37424,8414,922115148,Sul
6146,4321808,RS,2013,47559901.29,35767125.93,10212945.93,4215396.78,3403174.39,97.9,0.977368,238.28,214.91,6.3,87.5,0.87434202,257.39,255.66,4.6,5.4954,24114,4084,661342297,Sul
6147,4321808,RS,2015,59279317.87,42566766.97,12285115.47,4769439.48,5185304.32,98.2,0.98166299,,,6.5,87.9,0.87680799,,,4.9,5.4954,24041,3918,849515812,Sul
6148,4321808,RS,2017,73003421.55,50195372.12,15412261.48,5905432.23,6792353.82,98.4,0.98269099,230.61,212.44,6.1,80.6,0.81396502,297.26,285.51,5.2,5.4954,23971,3810,980795919,Sul
6149,4321808,RS,2019,89868939.41,62331050.43,20683694.12,8509582.87,8823147.86,97.5,0.97374499,233.24,217.69,6.2,90.6,0.91825098,275.04,276.63,5.4,5.4954,23906,3745,1110401859,Sul
6194,4301107,RS,2013,29728566.77,23391895.5,7213069.15,6701238.46,176882.51,94.4,0.93979698,230.05,205.19,5.7,73.5,0.72552198,255.61,247.27,3.7,5.1402,13973,2899,173980538,Sul
6195,4301107,RS,2015,34801181.66,28369431.87,10203285.82,0.0,636381.15,87.6,0.87293798,,,5.1,87.4,0.878452,,,4.3,5.1402,14036,2770,227102532,Sul
6196,4301107,RS,2017,39343832.83,32251614.22,11196764.38,0.0,126957.31,90.8,0.91308498,216.42,212.32,5.4,83.3,0.83500397,259.55,259.7,4.4,5.1402,14095,2721,235707247,Sul
6197,4301107,RS,2019,46891009.91,37952675.9,11729736.26,8515521.78,756780.23,94.5,0.94257802,208.32,201.52,5.3,81.3,0.81892002,269.0,259.32,4.5,5.1402,14151,2699,268587254,Sul
6206,4218251,SC,2013,18441417.82,16801278.42,6606045.84,5723801.39,414816.97,98.0,0.98246902,196.86,183.13,5.0,85.4,0.85644299,228.36,223.52,3.6,4.9278,7481,2210,142164454,Sul
6207,4218251,SC,2015,21400870.09,18670856.56,6737511.22,6645627.1,91884.12,98.9,0.988612,,,5.7,92.9,0.930251,,,4.3,4.9278,7614,2146,171692620,Sul
6208,4218251,SC,2017,26790715.29,21944279.39,7392338.23,7355313.91,37024.32,99.3,0.99093699,226.07,220.97,6.2,97.8,0.97996199,244.3,233.25,4.5,4.9278,7746,2145,187298391,Sul
6209,4218251,SC,2019,33613895.28,27171107.18,8762842.75,7606909.46,816024.16,99.8,0.99839002,209.74,201.02,5.6,97.9,0.97549301,243.85,237.71,4.6,4.9278,7877,2156,190139672,Sul
6222,4217253,SC,2013,13406827.24,11151558.59,3165486.82,2029732.8,1126801.62,96.7,0.95721197,241.16,221.71,6.3,82.0,0.72668999,281.91,276.13,4.3,5.9042,5125,571,52531503,Sul
6223,4217253,SC,2015,16220471.36,12331716.78,3612894.09,2177759.16,1331410.55,97.6,0.97857201,,,7.3,85.1,0.82024199,,,5.3,5.9042,5359,545,68109629,Sul
6224,4217253,SC,2017,20085952.84,15846175.49,4658724.38,2766916.4,1751925.71,95.9,0.95438498,247.92,236.14,6.7,92.0,0.90623403,292.76,280.63,5.6,5.9042,5592,536,71308836,Sul
6225,4217253,SC,2019,24484952.31,19610359.77,5169730.2,2685986.28,2313100.39,92.0,0.91221398,237.24,237.58,6.2,93.3,0.92983299,315.16,305.54,6.5,5.9042,5823,530,87589410,Sul
6277,4306502,RS,2013,31856071.48,29717284.87,10947872.33,9869361.91,1078510.42,94.5,0.94806099,208.91,182.72,5.0,76.1,0.74221998,259.69,243.94,3.8,4.8269,14919,3396,183585573,Sul
6278,4306502,RS,2015,35323463.19,33262634.88,12290152.08,11194391.16,1095760.92,88.2,0.88742799,,,4.3,73.9,0.758461,,,,4.8269,15093,3347,224648601,Sul
6279,4306502,RS,2017,39906691.74,37511557.91,15389022.08,13506477.42,1882544.66,91.6,0.91806602,223.42,217.24,5.7,71.7,0.72093201,265.04,254.83,3.8,4.8269,15259,3286,253149089,Sul
6280,4306502,RS,2019,48109324.3,43828334.53,16743250.47,14540237.07,2203013.4,89.3,0.89499998,244.02,224.32,6.0,70.7,0.71017301,267.45,260.75,3.9,4.8269,15414,3256,292675306,Sul
6297,4316451,RS,2013,32545174.08,28238735.66,6395141.48,5179156.77,946182.76,91.2,0.91540903,212.94,199.97,5.2,73.8,0.756455,,,,5.13,12231,2839,238068599,Sul
6298,4316451,RS,2015,39834424.76,30927751.23,7292289.65,6457949.65,766303.53,93.7,0.93771499,,,4.8,62.7,0.63545603,,,,5.13,12308,2724,471099362,Sul
6299,4316451,RS,2017,42030853.79,32674268.37,8659371.45,7674475.62,947485.17,90.3,0.89634901,209.35,195.67,4.9,57.3,0.56874698,258.64,253.83,3.0,5.13,12381,2654,619014296,Sul
6300,4316451,RS,2019,54422129.64,42217724.01,9756011.24,6827376.06,2494844.93,90.5,0.90468502,218.3,204.05,5.3,59.4,0.60125101,269.1,262.54,3.3,5.13,12449,2610,887671762,Sul
6317,4307401,RS,2013,15564576.04,13915239.4,2764442.06,2280071.95,387557.06,84.6,0.82045799,221.32,192.64,4.7,68.6,0.715213,,,,5.1356,3249,653,132228687,Sul
6318,4307401,RS,2015,18502852.45,16592563.17,3449639.6,2760367.83,561464.1,88.8,0.89378798,,,4.9,54.8,0.537682,,,,5.1356,3261,626,165483954,Sul
6319,4307401,RS,2017,21919088.56,19184584.2,4304092.25,3329316.7,800720.5,91.6,0.90119702,211.27,202.08,5.1,88.8,0.89735502,259.42,262.39,4.8,5.1356,3272,595,180514954,Sul
6320,4307401,RS,2019,25071066.19,22662893.91,4612094.38,3108332.03,1241466.41,90.7,0.89217502,,,,78.4,0.75555199,240.02,241.33,3.5,5.1356,3282,569,212061792,Sul
6321,4303509,RS,2013,115586012.2,85182879.06,31370593.45,21812375.69,3796323.39,93.2,0.93585002,213.03,193.53,5.2,84.9,0.84635198,231.94,225.5,3.6,5.0825,64782,13185,1484685490,Sul
6322,4303509,RS,2015,136631519.75,95443668.31,35278416.27,24220953.19,3754133.28,92.9,0.93317199,,,5.1,85.9,0.86123401,,,4.2,5.0825,65302,12694,1718678979,Sul
6323,4303509,RS,2017,155154482.28,110566472.53,40528230.57,26665331.41,5198400.74,95.0,0.951931,216.55,207.47,5.6,86.0,0.864007,245.02,248.02,4.2,5.0825,65799,12299,2019774415,Sul
6324,4303509,RS,2019,202129371.59,137703671.89,48915875.48,29485519.71,7118237.77,95.3,0.95147002,230.92,225.92,6.2,87.4,0.87632501,261.14,256.85,4.6,5.0825,66261,12028,2181297678,Sul
6345,4208807,SC,2013,36908194.69,28577580.6,9950348.29,9576904.58,87975.78,95.2,0.95464897,205.3,192.1,5.1,86.8,0.87409699,229.53,222.66,3.7,5.4885,18384,3578,304926626,Sul
6346,4208807,SC,2015,45588607.21,32439847.49,13123053.72,11582479.83,1248394.02,95.2,0.95288301,,,5.6,87.5,0.87941599,,,4.6,5.4885,18932,3522,401205150,Sul
6347,4208807,SC,2017,57614485.99,40657499.85,15425409.75,11803003.99,3106854.67,94.4,0.93998802,222.99,216.05,5.8,89.7,0.89764202,254.74,256.42,4.7,5.4885,19482,3557,473335487,Sul
6348,4208807,SC,2019,70483621.56,49061229.17,19553777.66,15432035.65,2941830.79,95.7,0.95597303,220.74,206.88,5.7,88.2,0.88376898,262.07,252.97,4.6,5.4885,20024,3616,581543092,Sul
6361,4200705,SC,2013,17607590.02,15979501.96,4943612.75,3985689.6,932923.15,97.5,0.97563702,220.25,210.77,5.9,,,,,,5.5301,9722,2057,163892337,Sul
6362,4200705,SC,2015,21871248.36,18150104.4,5637030.08,3690493.87,1187306.5,97.3,0.971228,,,6.1,,,,,,5.5301,9827,1978,192916688,Sul
6363,4200705,SC,2017,24997964.76,22524898.2,8289751.6,4322267.54,2690640.38,98.8,0.98907602,238.55,231.85,6.7,88.7,0.89446402,,,,5.5301,9932,1942,229721078,Sul
6364,4200705,SC,2019,29520481.3,26736474.32,8723402.2,4825509.55,2545083.83,99.3,0.99311,237.75,223.92,6.5,,,,,,5.5301,10036,1921,270029703,Sul
6365,4314035,RS,2013,17456532.73,14699401.64,3998808.2,3641307.65,269951.14,96.3,0.962569,,,,74.6,0.751656,290.73,267.95,4.5,5.5586,3663,599,67348134,Sul
6366,4314035,RS,2015,19626767.38,15727823.38,4210375.95,3742878.1,359728.44,96.7,0.96669102,,,6.4,76.1,0.761253,,,4.3,5.5586,3721,579,78590786,Sul
6367,4314035,RS,2017,22690860.71,17524826.72,4873790.7,4587797.47,186570.93,95.7,0.95148599,236.63,233.8,6.4,86.7,0.862414,289.6,280.91,5.3,5.5586,3775,559,89596728,Sul
6368,4314035,RS,2019,28352444.29,20998649.44,6175425.76,4490154.06,1588809.86,97.6,0.973692,207.97,213.19,5.7,80.6,0.80124199,282.19,279.45,4.8,5.5586,3837,550,100308693,Sul
6369,4322202,RS,2013,58095631.69,48207460.08,14135159.11,10924208.07,2407671.81,92.7,0.93254602,212.92,197.72,5.2,85.8,0.86763102,270.48,264.17,4.8,5.2958,23137,5252,998375474,Sul
6370,4322202,RS,2015,67326532.13,54116222.05,19590147.78,13320524.56,3384704.25,86.3,0.86967802,,,5.1,76.2,0.768022,,,4.3,5.2958,23422,5153,1017709281,Sul
6371,4322202,RS,2017,85591585.4,65131540.44,22524846.97,16264549.23,3892473.69,91.7,0.92054302,214.91,211.5,5.4,86.9,0.87526202,262.64,268.14,4.8,5.2958,23695,5093,1087289248,Sul
6372,4322202,RS,2019,96155189.31,73636836.72,22589028.63,15774407.34,2568666.75,93.7,0.93672901,229.78,210.96,5.8,82.7,0.82985699,283.5,276.54,5.0,5.2958,23948,5082,1207656603,Sul
6453,4211900,SC,2013,287914616.05,157942548.53,72869665.55,41484284.38,26509081.1,90.6,0.90166199,223.27,207.52,5.4,70.2,0.68687201,249.77,243.58,3.4,5.3956,150218,32454,3990379834,Sul
6454,4211900,SC,2015,378302156.26,188921639.91,96065930.94,49288391.85,39721523.71,87.7,0.87785798,,,5.3,79.1,0.79600698,,,4.1,5.3956,157434,32719,5104685991,Sul
6455,4211900,SC,2017,469292564.19,220846099.83,113904065.32,61514727.0,42999066.92,91.0,0.90923399,225.75,220.85,5.7,85.8,0.864829,269.13,270.85,4.9,5.3956,164663,33629,4834031331,Sul
6456,4211900,SC,2019,597740475.61,267218196.53,134409505.3,70819560.16,53253835.67,93.2,0.93168801,224.92,215.05,5.7,88.2,0.88417602,265.89,261.33,4.8,5.3956,171797,34786,5985389866,Sul
6601,4308854,RS,2013,11179556.06,10428771.64,1918508.15,1223503.76,290865.25,,,,,,,,,,,5.9479,1686,307,88751638,Sul
6602,4308854,RS,2015,12217320.49,11425934.18,2227366.65,1216649.13,670890.31,,,,,,,,,,,5.9479,1668,304,95759072,Sul
6603,4308854,RS,2017,14123517.2,13290493.65,2756689.48,1636168.16,825785.17,97.9,0.98129803,226.36,223.74,6.2,95.7,0.952272,,,,5.9479,1650,289,102407823,Sul
6604,4308854,RS,2019,16430006.88,15446211.23,3255957.23,2162540.48,873386.89,99.0,0.98827499,234.02,219.55,6.3,,,,,,5.9479,1634,279,111711098,Sul
6617,4322004,RS,2013,184637846.71,120069989.58,42123999.41,30214274.42,7611609.25,94.1,0.937181,203.94,188.97,5.0,81.1,0.81206501,231.77,227.86,3.5,5.3,27380,6179,5877458612,Sul
6618,4322004,RS,2015,226577488.19,151028848.24,56944279.62,31826603.78,11741676.02,89.1,0.885975,,,4.8,81.5,0.81444401,,,3.9,5.3,28139,6166,7479634275,Sul
6619,4322004,RS,2017,289975869.69,195055273.7,73088958.85,35213942.28,16930189.89,90.7,0.90964699,207.44,195.52,5.0,81.8,0.81579602,242.16,239.33,3.8,5.3,28864,6208,8762413776,Sul
6620,4322004,RS,2019,319053488.92,210821023.45,82305906.9,22731887.2,28411329.83,90.8,0.90740502,221.24,212.88,5.5,88.4,0.89042902,266.51,255.69,4.8,5.3,29538,6303,8372534891,Sul
6633,4321105,RS,2013,35783308.77,27298678.22,6583614.86,5729651.52,677171.56,89.6,0.89752102,227.57,203.72,5.4,80.4,0.80749899,244.41,241.08,3.8,5.0461,17080,3696,272361821,Sul
6634,4321105,RS,2015,41173073.61,31765068.5,8864407.27,6469243.73,1720085.0,86.7,0.86439699,,,5.4,72.2,0.73288202,,,4.4,5.0461,17157,3483,324781578,Sul
6635,4321105,RS,2017,48685179.14,36590944.11,10444688.22,7871463.25,2260557.93,84.2,0.841169,236.58,226.66,5.6,66.5,0.67676002,268.02,275.89,3.9,5.0461,17231,3312,362051701,Sul
6636,4321105,RS,2019,57213097.06,42646960.26,12149299.85,6163918.96,3556350.48,88.5,0.86996698,229.83,218.19,5.5,74.0,0.74211502,260.73,257.2,3.9,5.0461,17300,3172,369424072,Sul
6721,4313607,RS,2013,13319501.94,12181417.1,3326129.88,3168098.54,98234.73,97.5,0.97434199,216.27,188.78,5.4,,,,,,5.4413,4166,702,76708174,Sul
6722,4313607,RS,2015,14706915.84,13583984.71,3472861.11,2985279.86,372266.16,95.8,0.96978402,,,5.4,,,,,,5.4413,4047,630,94685401,Sul
6723,4313607,RS,2017,16600076.55,15343908.93,3731748.85,2936169.35,441492.24,99.3,0.99364197,210.63,196.52,5.5,94.9,0.95154202,,,,5.4413,3933,583,100979462,Sul
6724,4313607,RS,2019,20260545.95,17999148.48,3968476.68,3419973.06,420266.67,100.0,1.0,223.38,219.19,6.2,,,,,,5.4413,3828,542,123315913,Sul
6725,4310900,RS,2013,12869778.19,11350372.15,2447265.2,1908445.58,373042.58,,,,,,,,,,,5.5387,3660,558,124332146,Sul
6726,4310900,RS,2015,15148826.86,12749704.0,3175824.74,2469473.3,340425.44,97.5,0.97444397,,,,97.4,0.97872299,,,5.1,5.5387,3625,519,125133338,Sul
6727,4310900,RS,2017,18111366.5,14708636.37,2686814.14,1960319.76,421948.36,98.9,0.99066401,,,,87.9,0.88420302,288.5,273.19,5.3,5.5387,3592,506,114301507,Sul
6728,4310900,RS,2019,22271093.67,17835452.33,3091143.38,2229622.05,545244.81,98.0,0.985394,,,,87.0,0.84622002,290.5,277.82,5.2,5.5387,3561,497,146256889,Sul
6737,4204509,SC,2013,34372767.04,26420378.83,10822524.28,8308249.12,2231176.47,98.7,0.98599702,225.03,211.33,6.0,97.6,0.97690499,264.55,258.73,5.3,5.6323,14685,3046,393006343,Sul
6738,4204509,SC,2015,37742796.72,29578940.94,10936783.46,8259043.41,2648283.62,98.9,0.98713702,,,6.7,96.1,0.95891398,,,5.9,5.6323,15094,3072,357835474,Sul
6739,4204509,SC,2017,48094481.93,37404242.34,14532058.1,9620756.8,4333426.88,97.1,0.97334403,234.77,220.47,6.3,91.8,0.92150903,281.98,278.67,5.5,5.6323,15504,3135,520312637,Sul
6740,4204509,SC,2019,55602707.18,43512907.75,18986308.47,12740422.42,5549615.1,95.6,0.95639002,231.33,217.52,6.1,92.9,0.93265998,292.07,277.6,5.7,5.6323,15909,3224,465348892,Sul
6765,4306130,RS,2013,10975110.68,10393499.59,2194272.81,1979801.44,59331.69,,,,,,,,,,,5.4203,2070,322,60104342,Sul
6766,4306130,RS,2015,12140204.8,11301336.49,2536794.85,1726606.35,717002.49,,,,,,,,,,,5.4203,1987,285,62418497,Sul
6767,4306130,RS,2017,14294792.39,13229240.23,2415815.45,2170048.12,137106.88,96.3,0.96144998,,,,97.6,0.952272,284.14,278.64,5.8,5.4203,1907,261,71906705,Sul
6768,4306130,RS,2019,17033969.67,15929566.48,2775547.17,2473992.83,161846.73,,,,,,93.0,0.93341303,299.54,288.0,6.0,5.4203,1833,241,88539420,Sul
6773,4202107,SC,2013,57241471.23,40634014.5,18514177.64,10541565.58,7222687.38,99.2,0.99174798,211.97,191.46,5.4,95.6,0.95314699,240.82,235.07,4.4,5.328,24869,5646,982778974,Sul
6774,4202107,SC,2015,77806472.84,50664659.62,22797213.37,14056976.07,8204677.3,97.2,0.97180903,,,5.8,88.0,0.86862499,,,4.1,5.328,26307,5749,1297219254,Sul
6775,4202107,SC,2017,92381122.11,59397984.57,30283929.29,19849167.41,10200866.88,97.5,0.97588199,226.24,221.08,6.1,90.8,0.90497702,262.23,260.26,4.9,5.328,27747,6003,1666891588,Sul
6776,4202107,SC,2019,126807871.74,80397238.61,37569021.11,24916227.54,12226031.78,96.7,0.96705699,227.96,219.61,6.1,91.0,0.91097802,260.01,255.5,4.8,5.328,29168,6298,1831227792,Sul
6867,4302907,RS,2013,29237750.14,23866968.69,6251795.25,5314108.23,854846.91,89.8,0.89469999,193.1,181.08,4.4,85.6,0.87221497,,,,5.0616,13500,2806,253371475,Sul
6868,4302907,RS,2015,37620100.21,30820264.47,6649451.64,5333127.81,1034632.54,,,,,,,,,,,5.0616,13170,2611,310651101,Sul
6869,4302907,RS,2017,45044665.71,35752739.66,7066836.85,5538055.13,1292047.71,88.0,0.87803799,220.58,214.6,5.3,81.8,0.82761502,245.25,254.41,4.1,5.0616,12854,2474,323301358,Sul
6870,4302907,RS,2019,50065732.59,39360428.45,9033665.38,9033665.38,0.0,90.6,0.894768,222.0,213.83,5.4,83.5,0.84098399,259.14,261.39,4.5,5.0616,12561,2374,338948216,Sul
6915,4208500,SC,2013,46489491.19,37356944.87,15240458.83,8999722.01,5199257.74,95.9,0.95973998,256.86,224.75,6.7,84.8,0.83489799,259.14,260.27,4.4,5.4364,23443,5086,592435567,Sul
6916,4208500,SC,2015,55809601.27,42454402.82,16653224.65,8899899.87,7544018.17,97.0,0.97217703,,,6.7,87.6,0.88558197,,,4.3,5.4364,24002,5028,702223552,Sul
6917,4208500,SC,2017,67462172.53,49626294.49,22362294.91,9505909.49,12621273.37,96.8,0.96808499,246.58,236.67,6.8,93.8,0.938429,271.57,272.44,5.4,5.4364,24562,5036,831856903,Sul
6918,4208500,SC,2019,80748731.2,61495492.27,21925947.0,8580047.08,12556560.23,97.3,0.97244,228.52,221.52,6.2,93.5,0.93576998,248.61,246.38,4.6,5.4364,25086,5075,967257009,Sul
6935,4322251,RS,2013,25982230.48,23190520.96,6019302.76,3654186.57,1774389.85,92.4,0.928482,247.5,223.75,6.3,73.5,0.729523,305.5,283.73,4.7,5.7023,4284,828,314850828,Sul
6936,4322251,RS,2015,28851348.18,24925489.83,6706310.52,3304779.58,1360174.54,94.6,0.94758499,,,6.8,80.4,0.80227,,,5.3,5.7023,4484,864,419802393,Sul
6937,4322251,RS,2017,36530446.48,30209675.9,8786345.91,4576202.76,2161314.66,95.8,0.95222801,253.89,246.33,6.9,80.6,0.80617303,304.26,277.44,5.1,5.7023,4676,877,448417460,Sul
6938,4322251,RS,2019,40987653.51,33533409.44,9407395.98,5107144.21,2253639.02,93.9,0.934937,252.94,242.24,6.7,75.0,0.75076097,311.54,295.92,5.1,5.7023,4855,900,498962870,Sul
7019,4302006,RS,2013,24369940.91,21271846.41,7438208.24,5794787.4,1199530.84,98.7,0.98600101,195.35,163.52,4.6,81.4,0.80641401,231.63,249.02,3.8,4.6085,11309,2704,143084950,Sul
7020,4302006,RS,2015,28442871.12,23735107.56,7681397.93,6049150.27,1111912.96,96.9,0.97440398,,,4.9,90.6,0.90753597,,,4.5,4.6085,11270,2546,160695985,Sul
